,username,description,location,text,hashtags
215,lodestardoug,"Founder, Organiser of LodeStar Festival - Fields of LodeStar, Farmer, Gregariously benevolent 🙂 💙",Cambridge,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
216,NeilDrysdale,"I’m an Aberdeen journalist with an interest in arts, sport, music and history. I like talking to people about their untold experiences. Neil694@btinternet.com",Scotland,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
217,troymedia,"Founded in 2005, Troy Media is a nationally-recognized editorial content provider to media outlets and its own hosted community news outlets across Canada.",Canada,"#Ukraine, #Taiwan, and the politics of big neighbour resentment
https://t.co/Ilo6FvuJWN","['Ukraine', 'Taiwan']"
218,ovahamer,"Photographer based in Buenos Aires 👣📷
IG: @ovahamer",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
219,parmenion62,Retired university professor.  Had to retire early due to ill health.,"Bristol, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
220,tvidjka,,,Kyiv’s successful use of internet to counter Moscow highlights Taiwan’s reliance on undersea internet cables that China could cut https://t.co/qnZunoGkrj,[]
221,tvidjka,,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
222,Pat19eighty4,"Passive & not so passive observer. If I fave a tweet, it maybe to serve as a bookmark. RT doesn't always equal endorsement. I delete tweets.",United Kingdom,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
223,ant_belfast,"ShutDownTheSun Liverpool FC YNWA - Background History, UCW Aberystwyth Law and Politics. Irish Nationalist. Lawyer. Humanist. Pro EU 🇪🇺 #Think32 💙 #Noah","Belfast, Northern Ireland","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
224,MichelleTaz16,,,"One big pitfall white western men fall into is imagining their tiny experience of the world is indicative of everyone else on earth. We have only to look at mask-wearing habits of millions of Asian people, especially Japan, China, Taiwan to see Jordan's take is childishly myopic https://t.co/qDGr61bHqY",[]
225,fuelpovertyguru,Retired fuel poverty campaigner for real info on Fuel Poverty look at https://t.co/PRrj4ObyZv they are experts. Tweeting as me all views probably someone else’s.,Glasgow,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
226,tvidjka,,,"Six U.S. lawmakers met with Taiwan’s leader on Friday in a show of support for the island democracy, in a surprise trip that signals more tension between Washington and Beijing https://t.co/0h2vRLQ1gB via @WSJ",[]
227,HollowayKarin,"An American outfoxing, digging in, greening it up, helping to keep East London low and cool.",London UK,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
228,ClarkHistoryPol,Teach History and Politics for a living. Father of two awesome girls. Personal account. Views expressed are my own.,"Watford, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
229,TedAbram1,Retired Judge - dedicated to freedom - libertarian,"Klamath Falls, Oregon","“The last time Japan intervened to support its currency was in 1998, when the Asian financial crisis triggered a yen sell-off and a rapid capital outflow from the region.”

China &amp; Taiwan watching...

https://t.co/2LAR66nQQ1",[]
230,JohnSimpsonNews,"Broadcaster & author, trying to make sense of a mad world. Presenter of ‘Unspun World’ on BBC-2, BBC World etc. Instagram @johnsimpsonnews.","Live in UK, travel anywhere","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
231,Moneyholic_45,"Stealing Tweets & Focus is my Specialty. cheeky, Classy N a Bit Smart Assy🐒. Don'tHate, just appreciate. ➕ remember Tounfollow me, simply don’t follow me.",,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
232,lafrancejeffrey,I Like Dave #FreakParty,🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,"As efforts began to save Cantonese at Stanford, the language remained under threat worldwide.

It is being swamped by Mandarin, the official language of more than 1 billion people in China and Taiwan — as different from Cantonese as Spanish is from French.
https://t.co/4MggJV8Zwi https://t.co/sZnWg2TQgC",[]
233,vincentliberta2,Left vs Right as a Political shorthand is nonsense. The true Political spectrum is Libertarian vs Authoritarian.,,500 ship U.S. Naval fleet wouldn't deter Xi Jinping from invading Taiwan because we wouldn't fire on Chinese vessels and start a nuclear exchange so don't build instead give harpoons to Taiwan for them to sink China's capital ships https://t.co/o7ujfUr7NE #investor #Libertarian,"['investor', 'Libertarian']"
234,Whateve19435813,Agree or disagree with me - not bothered  #ScumMedia #boycottamazon #shoplocal #buybritish #boycottchina #savetheuyghurs Super Seagulls,,@MOFA_Taiwan China is West Taiwan,[]
235,BoilerMachinery,Boiler Machinery Expert with over 40 years in the business.  Degree Env. Studies U of Waterloo.  Mech. Eng. Tech.. 1st Class Power Eng..NBIC Inspector.,"Florida, USA","China moving corps out of Canada etc = Proof CHINA to invade Taiwan SOON

Biggest Move This Century! I’ve Never Seen *This* Before https://t.co/otWFjfLUf9 via @YouTube",[]
236,POTUS_18,"Half Dutch and half Lebanese.🇳🇱🇱🇧
21 year old seafarer, swordsman, muslim, anti-zionist, anti-takfiri
I tweet about personal things, Islam, news and history",On a ship.,"American global power must end.

My suggestions:

1. Putin must harden his heart and increase his attacks. 
2. China should invade Taiwan.
3. The Netherlands and other European countries should leave NATO.
4. Full world embargo on USA. https://t.co/QKKZlfq9IC",[]
237,AnaMariamn14907,,,@MOFA_Taiwan May God help you… it’s very a very difficult moment for you with China…,[]
238,moszis,"Software Architect.  AI, ML, blockchain (not crypto). 80085.  Making Java great again. $DM #DMHands #SlavaUkraini Born and raised in #Ukraine.","Connecticut, USA","@relegion_tK Considering that they manufacture majority of the worlds chips, that's a worry for everyone.  Just have to hold our breaths and hope that China doesn't decide to invade Taiwan before new chip manufacturing plans come online in US/Europe.",[]
239,BKGarg18776385,#Quotes📈Books📚Stocks💹Etfs #Stock Market gyan,,@darshitpatel84 Taiwan and China conflicts arise,[]
240,AirSpirit777,🛡Jesus1st⭐Aviation⭐Space⭐History⭐WW2,Southern Germany,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
241,Somaalilanders,"Somalilanders is an International community platform where Somalilanders from around the world meet and discus the interest of their country - London, UK",The Republic of Somaliland,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
242,thevaliumsofa,"full-time clinical psychologist, auntie, & lover of tv. working on kicking cancer's ass.",Southern California,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
243,Michael79061729,,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
244,NewsWebBusiness,,,China holds drills around Taiwan #china #taiwan #us #biden #xi #meet #Beijing #Congress #shorts https://t.co/yZEruUJvgt,"['china', 'taiwan', 'us', 'biden', 'xi', 'meet', 'Beijing', 'Congress', 'shorts']"
245,Denial_Area,,,@Mont_Jiang Imagine China has the exact same political system as the US. I am sure that every single candidate will include attacking Taiwan in the agenda.,[]
246,rdparkar77,,,"The way Chinese govt is beating, starving and locking it's people in indefinite lockdown and astrology shows much worse covid situation in China in June - July...

Chinese Govt may very well launch attack on Taiwan and minor scuffles with India to distract their population!",[]
